Constraint,p_value,Measure_VAR1,Measure_VAR2,ABS-Difference,Natural_Language_Description
RespondedExistence(04_BPT_030:01_HOOFD_011),0.001,0.4680851,0.7641026,0.29601747,In variant 2 it is 29.601748% more likely than variant1 that if [04_BPT_030] occurs: also [01_HOOFD_011] occurs. 
RespondedExistence(01_HOOFD_195:05_EIND_010),0.001,0.29240507,0.5874587,0.29505366,In variant 2 it is 29.505365% more likely than variant1 that if [01_HOOFD_195] occurs: also [05_EIND_010] occurs. 
RespondedExistence(05_EIND_010:04_BPT_005),0.001,0.29774126,0.59056604,0.29282477,In variant 2 it is 29.282478% more likely than variant1 that if [05_EIND_010] occurs: also [04_BPT_005] occurs. 
RespondedExistence(04_BPT_030:01_HOOFD_250_1),0.001,0.27659574,0.5692308,0.29263505,In variant 2 it is 29.263506% more likely than variant1 that if [04_BPT_030] occurs: also [01_HOOFD_250_1] occurs. 
RespondedExistence(01_HOOFD_130:01_HOOFD_011),0.001,0.057777777,0.34979424,0.29201645,In variant 2 it is 29.201645% more likely than variant1 that if [01_HOOFD_130] occurs: also [01_HOOFD_011] occurs. 
Precedence(05_EIND_010:01_HOOFD_810),0.001,0.3402778,0.6318681,0.29159033,In variant 2 it is 29.159033% more likely than variant1 that if [01_HOOFD_810] occurs: [05_EIND_010] occurred before it. 
RespondedExistence(01_HOOFD_101b:01_HOOFD_030_2),0.001,0.7,0.9895833,0.28958333,In variant 2 it is 28.958332% more likely than variant1 that if [01_HOOFD_101b] occurs: also [01_HOOFD_030_2] occurs. 
RespondedExistence(01_HOOFD_101b:01_HOOFD_810),0.001,0.7,0.9895833,0.28958333,In variant 2 it is 28.958332% more likely than variant1 that if [01_HOOFD_101b] occurs: also [01_HOOFD_810] occurs. 
RespondedExistence(05_EIND_010:01_HOOFD_011),0.001,0.2731006,0.56037736,0.28727674,In variant 2 it is 28.727674% more likely than variant1 that if [05_EIND_010] occurs: also [01_HOOFD_011] occurs. 
RespondedExistence(06_VD_060_4:01_HOOFD_061),0.004,1,0.71428573,0.28571427,In variant 1 it is 28.571426% more likely than variant2 that if [06_VD_060_4] occurs: also [01_HOOFD_061] occurs. 
RespondedExistence(01_HOOFD_130:10_UOV_050_1),0.001,0.14666666,0.43209878,0.2854321,In variant 2 it is 28.54321% more likely than variant1 that if [01_HOOFD_130] occurs: also [10_UOV_050_1] occurs. 
RespondedExistence(01_HOOFD_101b:01_HOOFD_820),0.001,0.7,0.984375,0.284375,In variant 2 it is 28.437502% more likely than variant1 that if [01_HOOFD_101b] occurs: also [01_HOOFD_820] occurs. 
NotSuccession(01_HOOFD_101b:01_HOOFD_811),0.001,0.9405941,0.6570397,0.28355438,In variant 1 it is 28.355438% more likely than variant2 that [01_HOOFD_101b] is not followed by [01_HOOFD_811] and [01_HOOFD_811] is not preceded by [01_HOOFD_101b]. 
RespondedExistence(01_BB_775:01_HOOFD_030_2),0.001,0.71428573,0.99708456,0.28279883,In variant 2 it is 28.279882% more likely than variant1 that if [01_BB_775] occurs: also [01_HOOFD_030_2] occurs. 
RespondedExistence(05_EIND_010:02_DRZ_010),0.001,0.26488706,0.5471698,0.28228274,In variant 2 it is 28.228273% more likely than variant1 that if [05_EIND_010] occurs: also [02_DRZ_010] occurs. 
RespondedExistence(01_HOOFD_809:01_HOOFD_030_2),0.001,0.7047619,0.98536587,0.28060395,In variant 2 it is 28.060394% more likely than variant1 that if [01_HOOFD_809] occurs: also [01_HOOFD_030_2] occurs. 
RespondedExistence(01_HOOFD_330:05_EIND_010),0.001,0.3444577,0.6248013,0.2803436,In variant 2 it is 28.034359% more likely than variant1 that if [01_HOOFD_330] occurs: also [05_EIND_010] occurs. 
RespondedExistence(01_HOOFD_101b:01_HOOFD_510_1),0.001,0.6,0.8802083,0.2802083,In variant 2 it is 28.020828% more likely than variant1 that if [01_HOOFD_101b] occurs: also [01_HOOFD_510_1] occurs. 
RespondedExistence(01_HOOFD_030_1:01_HOOFD_811),0.001,0.06660666,0.34561625,0.27900958,In variant 2 it is 27.900959% more likely than variant1 that if [01_HOOFD_030_1] occurs: also [01_HOOFD_811] occurs. 
RespondedExistence(01_HOOFD_330:01_HOOFD_101b),0.001,0.009535161,0.28616852,0.27663335,In variant 2 it is 27.663336% more likely than variant1 that if [01_HOOFD_330] occurs: also [01_HOOFD_101b] occurs. 
RespondedExistence(05_EIND_010:01_HOOFD_065_2),0.001,0.9342916,0.65849054,0.27580106,In variant 1 it is 27.580107% more likely than variant2 that if [05_EIND_010] occurs: also [01_HOOFD_065_2] occurs. 
RespondedExistence(16_LGSV_010:01_HOOFD_480),0.001,1,0.7242798,0.27572018,In variant 1 it is 27.572018% more likely than variant2 that if [16_LGSV_010] occurs: also [01_HOOFD_480] occurs. 
RespondedExistence(05_EIND_010:01_HOOFD_065_1),0.001,0.9342916,0.6603774,0.27391422,In variant 1 it is 27.391422% more likely than variant2 that if [05_EIND_010] occurs: also [01_HOOFD_065_1] occurs. 
RespondedExistence(01_HOOFD_430:05_EIND_010),0.001,0.39479905,0.6678201,0.27302104,In variant 2 it is 27.302105% more likely than variant1 that if [01_HOOFD_430] occurs: also [05_EIND_010] occurs. 
RespondedExistence(16_LGSV_010:01_HOOFD_430),0.001,1,0.72839504,0.27160496,In variant 1 it is 27.160496% more likely than variant2 that if [16_LGSV_010] occurs: also [01_HOOFD_430] occurs. 
RespondedExistence(01_HOOFD_480:05_EIND_010),0.001,0.39764705,0.6689775,0.27133045,In variant 2 it is 27.133045% more likely than variant1 that if [01_HOOFD_480] occurs: also [05_EIND_010] occurs. 
RespondedExistence(01_HOOFD_100_0:01_HOOFD_491),0.001,0.7288557,1,0.27114427,In variant 2 it is 27.114428% more likely than variant1 that if [01_HOOFD_100_0] occurs: also [01_HOOFD_491] occurs. 
RespondedExistence(01_HOOFD_490_2:05_EIND_010),0.001,0.37759817,0.64714944,0.26955128,In variant 2 it is 26.955128% more likely than variant1 that if [01_HOOFD_490_2] occurs: also [05_EIND_010] occurs. 
AlternateResponse(06_VD_070:01_HOOFD_451),0.001,0.01724138,0.2857143,0.2684729,In variant 2 it is 26.84729% more likely than variant1 that if [06_VD_070] occurs: [01_HOOFD_451] will occur afterwards without any other occurrence of [06_VD_070] in between. 
RespondedExistence(01_HOOFD_811:01_HOOFD_250_2),0.001,0.65,0.91636366,0.26636368,In variant 2 it is 26.636368% more likely than variant1 that if [01_HOOFD_811] occurs: also [01_HOOFD_250_2] occurs. 
RespondedExistence(01_HOOFD_809:01_HOOFD_370),0.001,0.6571429,0.92195123,0.26480836,In variant 2 it is 26.480835% more likely than variant1 that if [01_HOOFD_809] occurs: also [01_HOOFD_370] occurs. 
RespondedExistence(05_EIND_010:11_AH_II_010),0.001,0.2402464,0.50377357,0.26352715,In variant 2 it is 26.352715% more likely than variant1 that if [05_EIND_010] occurs: also [11_AH_II_010] occurs. 
RespondedExistence(01_HOOFD_815:01_HOOFD_030_2),0.001,0.72897196,0.99147725,0.2625053,In variant 2 it is 26.25053% more likely than variant1 that if [01_HOOFD_815] occurs: also [01_HOOFD_030_2] occurs. 
RespondedExistence(01_HOOFD_814:01_HOOFD_030_2),0.001,0.7314815,0.99147725,0.25999576,In variant 2 it is 25.999577% more likely than variant1 that if [01_HOOFD_814] occurs: also [01_HOOFD_030_2] occurs. 
RespondedExistence(01_HOOFD_815:01_HOOFD_030_1),0.001,0.72897196,0.9886364,0.25966442,In variant 2 it is 25.966442% more likely than variant1 that if [01_HOOFD_815] occurs: also [01_HOOFD_030_1] occurs. 
RespondedExistence(01_HOOFD_455:01_HOOFD_100_0),0.001,0.2580645,0,0.2580645,In variant 1 it is 25.80645% more likely than variant2 that if [01_HOOFD_455] occurs: also [01_HOOFD_100_0] occurs. 
AlternatePrecedence(01_HOOFD_491:01_HOOFD_820),0.001,0.5163934,0.7742574,0.257864,In variant 2 it is 25.7864% more likely than variant1 that if [01_HOOFD_820] occurs: [01_HOOFD_491] occurred before it without any other occurrence of [01_HOOFD_820] in between. 
RespondedExistence(01_HOOFD_510_2:05_EIND_010),0.001,0.3926585,0.6498516,0.25719312,In variant 2 it is 25.719313% more likely than variant1 that if [01_HOOFD_510_2] occurs: also [05_EIND_010] occurs. 
RespondedExistence(01_HOOFD_814:01_HOOFD_030_1),0.001,0.7314815,0.9886364,0.25715488,In variant 2 it is 25.715488% more likely than variant1 that if [01_HOOFD_814] occurs: also [01_HOOFD_030_1] occurs. 
RespondedExistence(01_HOOFD_810:01_HOOFD_510_1),0.001,0.6458333,0.9029304,0.25709707,In variant 2 it is 25.709707% more likely than variant1 that if [01_HOOFD_810] occurs: also [01_HOOFD_510_1] occurs. 
AlternatePrecedence(05_EIND_010:01_HOOFD_820),0.001,0.36885247,0.62574255,0.2568901,In variant 2 it is 25.689009% more likely than variant1 that if [01_HOOFD_820] occurs: [05_EIND_010] occurred before it without any other occurrence of [01_HOOFD_820] in between. 
RespondedExistence(01_HOOFD_810:01_HOOFD_491),0.001,0.5,0.75641024,0.25641024,In variant 2 it is 25.641024% more likely than variant1 that if [01_HOOFD_810] occurs: also [01_HOOFD_491] occurs. 
RespondedExistence(01_HOOFD_811:01_HOOFD_250_1),0.001,0.66,0.91636366,0.25636363,In variant 2 it is 25.636364% more likely than variant1 that if [01_HOOFD_811] occurs: also [01_HOOFD_250_1] occurs. 
Precedence(05_EIND_010:01_HOOFD_510_1),0.001,0.40223464,0.6570997,0.25486508,In variant 2 it is 25.486507% more likely than variant1 that if [01_HOOFD_510_1] occurs: [05_EIND_010] occurred before it. 
RespondedExistence(01_HOOFD_810:01_HOOFD_510_2),0.001,0.6666667,0.9212454,0.2545787,In variant 2 it is 25.45787% more likely than variant1 that if [01_HOOFD_810] occurs: also [01_HOOFD_510_2] occurs. 
RespondedExistence(01_BB_775:01_HOOFD_810),0.001,0.74285716,0.99708456,0.2542274,In variant 2 it is 25.42274% more likely than variant1 that if [01_BB_775] occurs: also [01_HOOFD_810] occurs. 
RespondedExistence(01_HOOFD_450:01_HOOFD_100_0),0.001,0.25396827,0,0.25396827,In variant 1 it is 25.396828% more likely than variant2 that if [01_HOOFD_450] occurs: also [01_HOOFD_100_0] occurs. 
RespondedExistence(01_HOOFD_810:01_BB_770),0.001,0.6666667,0.9194139,0.25274724,In variant 2 it is 25.274723% more likely than variant1 that if [01_HOOFD_810] occurs: also [01_BB_770] occurs. 
RespondedExistence(01_HOOFD_811:01_HOOFD_030_2),0.001,0.74,0.9927273,0.25272727,In variant 2 it is 25.272728% more likely than variant1 that if [01_HOOFD_811] occurs: also [01_HOOFD_030_2] occurs. 
RespondedExistence(01_HOOFD_809:01_HOOFD_810),0.001,0.73333335,0.98536587,0.25203252,In variant 2 it is 25.20325% more likely than variant1 that if [01_HOOFD_809] occurs: also [01_HOOFD_810] occurs. 
RespondedExistence(04_BPT_020:01_HOOFD_011),0.001,0.5283019,0.77884614,0.25054425,In variant 2 it is 25.054424% more likely than variant1 that if [04_BPT_020] occurs: also [01_HOOFD_011] occurs. 
AlternatePrecedence(02_DRZ_010:04_BPT_020),0.001,0.5283019,0.77884614,0.25054425,In variant 2 it is 25.054424% more likely than variant1 that if [04_BPT_020] occurs: [02_DRZ_010] occurred before it without any other occurrence of [04_BPT_020] in between. 
Precedence(01_HOOFD_015:01_HOOFD_493),0.001,1,0.75,0.25,In variant 1 it is 25.0% more likely than variant2 that if [01_HOOFD_493] occurs: [01_HOOFD_015] occurred before it. 
RespondedExistence(01_HOOFD_492_0:10_UOV_050_1),0.001,0,0.25,0.25,In variant 2 it is 25.0% more likely than variant1 that if [01_HOOFD_492_0] occurs: also [10_UOV_050_1] occurs. 
RespondedExistence(01_HOOFD_811:01_HOOFD_030_1),0.001,0.74,0.9890909,0.24909091,In variant 2 it is 24.909092% more likely than variant1 that if [01_HOOFD_811] occurs: also [01_HOOFD_030_1] occurs. 
RespondedExistence(01_HOOFD_020:01_HOOFD_811),0.001,0.083752096,0.3321256,0.24837351,In variant 2 it is 24.83735% more likely than variant1 that if [01_HOOFD_020] occurs: also [01_HOOFD_811] occurs. 
RespondedExistence(01_HOOFD_015:01_HOOFD_811),0.001,0.083402835,0.33172497,0.24832213,In variant 2 it is 24.832212% more likely than variant1 that if [01_HOOFD_015] occurs: also [01_HOOFD_811] occurs. 
RespondedExistence(01_HOOFD_010:01_HOOFD_811),0.001,0.083402835,0.3313253,0.24792245,In variant 2 it is 24.792246% more likely than variant1 that if [01_HOOFD_010] occurs: also [01_HOOFD_811] occurs. 
RespondedExistence(01_HOOFD_490_1:05_EIND_010),0.001,0.3995657,0.6472303,0.24766463,In variant 2 it is 24.766462% more likely than variant1 that if [01_HOOFD_490_1] occurs: also [05_EIND_010] occurs. 
Participation(01_HOOFD_811),0.001,0.083402835,0.33052886,0.24712601,In variant 2 it is 24.7126% more likely than variant1 that [01_HOOFD_811] occurs in every process instance. 
RespondedExistence(01_HOOFD_380:05_EIND_010),0.001,0.399137,0.6461318,0.24699482,In variant 2 it is 24.699482% more likely than variant1 that if [01_HOOFD_380] occurs: also [05_EIND_010] occurs. 
RespondedExistence(01_HOOFD_200:05_EIND_010),0.001,0.4027778,0.6497175,0.24693972,In variant 2 it is 24.693972% more likely than variant1 that if [01_HOOFD_200] occurs: also [05_EIND_010] occurs. 
RespondedExistence(09_AH_I_010:05_EIND_010),0.001,0.39935413,0.6461318,0.24677768,In variant 2 it is 24.677769% more likely than variant1 that if [09_AH_I_010] occurs: also [05_EIND_010] occurs. 
RespondedExistence(01_HOOFD_375:05_EIND_010),0.001,0.39935413,0.6461318,0.24677768,In variant 2 it is 24.677769% more likely than variant1 that if [01_HOOFD_375] occurs: also [05_EIND_010] occurs. 
RespondedExistence(01_HOOFD_180:05_EIND_010),0.001,0.39729992,0.6430446,0.24574468,In variant 2 it is 24.574467% more likely than variant1 that if [01_HOOFD_180] occurs: also [05_EIND_010] occurs. 
RespondedExistence(01_HOOFD_130:01_HOOFD_450),0.001,0.075555556,0.32098764,0.24543208,In variant 2 it is 24.543207% more likely than variant1 that if [01_HOOFD_130] occurs: also [01_HOOFD_450] occurs. 
RespondedExistence(01_BB_775:01_HOOFD_030_1),0.001,0.75238097,0.99708456,0.24470359,In variant 2 it is 24.47036% more likely than variant1 that if [01_BB_775] occurs: also [01_HOOFD_030_1] occurs. 
RespondedExistence(01_BB_540:01_HOOFD_030_2),0.001,0.7259259,0.9653179,0.23939198,In variant 2 it is 23.939198% more likely than variant1 that if [01_BB_540] occurs: also [01_HOOFD_030_2] occurs. 
RespondedExistence(01_HOOFD_130:01_HOOFD_480),0.001,0.72,0.4814815,0.23851854,In variant 1 it is 23.851854% more likely than variant2 that if [01_HOOFD_130] occurs: also [01_HOOFD_480] occurs. 
RespondedExistence(01_HOOFD_810:01_HOOFD_490_2),0.001,0.6388889,0.87728935,0.23840046,In variant 2 it is 23.840046% more likely than variant1 that if [01_HOOFD_810] occurs: also [01_HOOFD_490_2] occurs. 
RespondedExistence(01_HOOFD_811:01_HOOFD_490_5),0.001,0.7,0.9381818,0.23818183,In variant 2 it is 23.818184% more likely than variant1 that if [01_HOOFD_811] occurs: also [01_HOOFD_490_5] occurs. 
RespondedExistence(01_HOOFD_810:01_HOOFD_490_1),0.001,0.6875,0.9249084,0.2374084,In variant 2 it is 23.74084% more likely than variant1 that if [01_HOOFD_810] occurs: also [01_HOOFD_490_1] occurs. 
RespondedExistence(01_BB_775:01_HOOFD_815),0.001,0.74285716,0.97959185,0.23673469,In variant 2 it is 23.67347% more likely than variant1 that if [01_BB_775] occurs: also [01_HOOFD_815] occurs. 
RespondedExistence(01_BB_775:01_HOOFD_814),0.001,0.74285716,0.97959185,0.23673469,In variant 2 it is 23.67347% more likely than variant1 that if [01_BB_775] occurs: also [01_HOOFD_814] occurs. 
RespondedExistence(01_HOOFD_814:01_HOOFD_490_4),0.001,0.7222222,0.9573864,0.23516417,In variant 2 it is 23.516417% more likely than variant1 that if [01_HOOFD_814] occurs: also [01_HOOFD_490_4] occurs. 
RespondedExistence(01_HOOFD_492_0:01_HOOFD_480),0.001,0.98507464,0.75,0.23507464,In variant 1 it is 23.507463% more likely than variant2 that if [01_HOOFD_492_0] occurs: also [01_HOOFD_480] occurs. 
RespondedExistence(01_HOOFD_493:01_HOOFD_480),0.001,0.98507464,0.75,0.23507464,In variant 1 it is 23.507463% more likely than variant2 that if [01_HOOFD_493] occurs: also [01_HOOFD_480] occurs. 
Precedence(01_HOOFD_061:01_HOOFD_493),0.001,0.98507464,0.75,0.23507464,In variant 1 it is 23.507463% more likely than variant2 that if [01_HOOFD_493] occurs: [01_HOOFD_061] occurred before it. 
RespondedExistence(01_HOOFD_492_0:01_HOOFD_061),0.001,0.98507464,0.75,0.23507464,In variant 1 it is 23.507463% more likely than variant2 that if [01_HOOFD_492_0] occurs: also [01_HOOFD_061] occurs. 
RespondedExistence(01_HOOFD_492_0:01_HOOFD_460a),0.001,0.014925373,0.25,0.23507462,In variant 2 it is 23.507462% more likely than variant1 that if [01_HOOFD_492_0] occurs: also [01_HOOFD_460a] occurs. 
RespondedExistence(01_HOOFD_493:01_HOOFD_460a),0.001,0.014925373,0.25,0.23507462,In variant 2 it is 23.507462% more likely than variant1 that if [01_HOOFD_493] occurs: also [01_HOOFD_460a] occurs. 
RespondedExistence(01_HOOFD_493:01_HOOFD_465),0.001,0.014925373,0.25,0.23507462,In variant 2 it is 23.507462% more likely than variant1 that if [01_HOOFD_493] occurs: also [01_HOOFD_465] occurs. 
RespondedExistence(01_HOOFD_492_0:01_HOOFD_450),0.001,0.014925373,0.25,0.23507462,In variant 2 it is 23.507462% more likely than variant1 that if [01_HOOFD_492_0] occurs: also [01_HOOFD_450] occurs. 
RespondedExistence(01_HOOFD_015:05_EIND_010),0.001,0.4061718,0.6393245,0.23315269,In variant 2 it is 23.31527% more likely than variant1 that if [01_HOOFD_015] occurs: also [05_EIND_010] occurs. 
RespondedExistence(01_HOOFD_809:01_HOOFD_030_1),0.001,0.75238097,0.98536587,0.2329849,In variant 2 it is 23.29849% more likely than variant1 that if [01_HOOFD_809] occurs: also [01_HOOFD_030_1] occurs. 
RespondedExistence(01_HOOFD_010:05_EIND_010),0.001,0.4061718,0.6385542,0.23238242,In variant 2 it is 23.238241% more likely than variant1 that if [01_HOOFD_010] occurs: also [05_EIND_010] occurs. 
RespondedExistence(01_HOOFD_814:01_HOOFD_495),0.001,0.7222222,0.95454544,0.23232323,In variant 2 it is 23.232323% more likely than variant1 that if [01_HOOFD_814] occurs: also [01_HOOFD_495] occurs. 
RespondedExistence(01_HOOFD_814:01_HOOFD_510_2),0.001,0.7222222,0.95454544,0.23232323,In variant 2 it is 23.232323% more likely than variant1 that if [01_HOOFD_814] occurs: also [01_HOOFD_510_2] occurs. 
RespondedExistence(01_HOOFD_814:01_HOOFD_515),0.001,0.7222222,0.95454544,0.23232323,In variant 2 it is 23.232323% more likely than variant1 that if [01_HOOFD_814] occurs: also [01_HOOFD_515] occurs. 
RespondedExistence(01_HOOFD_814:01_HOOFD_510_3),0.001,0.7222222,0.95454544,0.23232323,In variant 2 it is 23.232323% more likely than variant1 that if [01_HOOFD_814] occurs: also [01_HOOFD_510_3] occurs. 
RespondedExistence(01_HOOFD_814:01_BB_770),0.001,0.7222222,0.95454544,0.23232323,In variant 2 it is 23.232323% more likely than variant1 that if [01_HOOFD_814] occurs: also [01_BB_770] occurs. 
RespondedExistence(01_HOOFD_814:01_BB_775),0.001,0.7222222,0.95454544,0.23232323,In variant 2 it is 23.232323% more likely than variant1 that if [01_HOOFD_814] occurs: also [01_BB_775] occurs. 
